 696.97  500  500 
 893.939  500  500 
 1090.91  500  500 
 1287.88  500  500 
 1484.85  500  500 
 1681.82  500  500 
 1878.79  500  500 
 2075.76  500  500 
 2272.73  500  500 
 2469.7  500  500 
 2666.67  500  500 
 2863.64  500  500 
 3060.61  500  500 
 3257.58  500  500 
 3454.55  500  500 
 3651.52  500  500 
 3848.48  500  500 
 4045.45  500  500 
 4242.42  500  500 
 4439.39  500  500 
 4636.36  500  500 
 4833.33  500  500 
 5030.3  500  500 
 5227.27  500  500 
 5424.24  500  500 
 5621.21  500  500 
 5818.18  500  500 
 6015.15  500  500 
 6212.12  500  500 
 6409.09  500  500 
 6606.06  500  500 
 6803.03  500  500 
 7000  500  500 
 7196.97  500  500 
 7393.94  500  500 
 7590.91  500  500 
 7787.88  500  500 
 7984.85  500  500 
 8181.82  500  500 
 8378.79  500  500 
 8575.76  500  500 
 8772.73  500  500 
 8969.7  500  500 
 9166.67  500  500 
 9363.64  500  500 
 9560.61  500  500 
 9757.58  500  500 
 9954.55  500  500 
 10151.5  500  500 
 10348.5  500  500 
 10545.5  500  500 
 10742.4  500  500 
 10939.4  500  500 
 11136.4  500  500 
 11333.3  500  500 
 11530.3  500  500 
 11727.3  500  500 
 11924.2  500  500 
 12121.2  500  500 
 12318.2  500  500 
 12515.2  500  500 
 12712.1  500  500 
 12909.1  500  500 
 13106.1  500  500 
 13303  500  500 
 13500  500  500 
 13697  500  500 
 13893.9  500  500 
 14090.9  500  500 
 14287.9  500  500 
 14484.8  500  500 
 14681.8  500  500 
 14878.8  500  500 
 15075.8  500  500 
 15272.7  500  500 
 15469.7  500  500 
 15666.7  500  500 
 15863.6  500  500 
 16060.6  500  500 
 16257.6  500  500 
 16454.5  500  500 
 16651.5  500  500 
 16848.5  500  500 
 17045.5  500  500 
 17242.4  500  500 
 17439.4  500  500 
 17636.4  500  500 
 17833.3  500  500 
 18030.3  500  500 
 18227.3  500  500 
 18424.2  500  500 
 18621.2  500  500 
 18818.2  500  500 
 19015.2  500  500 
 19212.1  500  500 
 19409.1  500  500 
 19606.1  500  500 
 19803  500  500 
 20000  500  500 
 696.97  500  696.97 
 893.939  500  696.97 
 1090.91  500  696.97 
 1287.88  500  696.97 
 1484.85  500  696.97 
 1681.82  500  696.97 
 1878.79  500  696.97 
 2075.76  500  696.97 
 2272.73  500  696.97 
 2469.7  500  696.97 
 2666.67  500  696.97 
 2863.64  500  696.97 
 3060.61  500  696.97 
 3257.58  500  696.97 
 3454.55  500  696.97 
 3651.52  500  696.97 
 3848.48  500  696.97 
 4045.45  500  696.97 
 4242.42  500  696.97 
 4439.39  500  696.97 
 4636.36  500  696.97 
 4833.33  500  696.97 
 5030.3  500  696.97 
 5227.27  500  696.97 
 5424.24  500  696.97 
 5621.21  500  696.97 
 5818.18  500  696.97 
 6015.15  500  696.97 
 6212.12  500  696.97 
 6409.09  500  696.97 
 6606.06  500  696.97 
 6803.03  500  696.97 
 7000  500  696.97 
 7196.97  500  696.97 
 7393.94  500  696.97 
 7590.91  500  696.97 
 7787.88  500  696.97 
 7984.85  500  696.97 
 8181.82  500  696.97 
 8378.79  500  696.97 
 8575.76  500  696.97 
 8772.73  500  696.97 
 8969.7  500  696.97 
 9166.67  500  696.97 
 9363.64  500  696.97 
 9560.61  500  696.97 
 9757.58  500  696.97 
 9954.55  500  696.97 
 10151.5  500  696.97 
 10348.5  500  696.97 
 10545.5  500  696.97 
 10742.4  500  696.97 
 10939.4  500  696.97 
 11136.4  500  696.97 
 11333.3  500  696.97 
 11530.3  500  696.97 
 11727.3  500  696.97 
 11924.2  500  696.97 
 12121.2  500  696.97 
 12318.2  500  696.97 
 12515.2  500  696.97 
 12712.1  500  696.97 
 12909.1  500  696.97 
 13106.1  500  696.97 
 13303  500  696.97 
 13500  500  696.97 
 13697  500  696.97 
 13893.9  500  696.97 
 14090.9  500  696.97 
 14287.9  500  696.97 
 14484.8  500  696.97 
 14681.8  500  696.97 
 14878.8  500  696.97 
 15075.8  500  696.97 
 15272.7  500  696.97 
 15469.7  500  696.97 
 15666.7  500  696.97 
 15863.6  500  696.97 
 16060.6  500  696.97 
 16257.6  500  696.97 
 16454.5  500  696.97 
 16651.5  500  696.97 
 16848.5  500  696.97 
 17045.5  500  696.97 
 17242.4  500  696.97 
 17439.4  500  696.97 
 17636.4  500  696.97 
 17833.3  500  696.97 
 18030.3  500  696.97 
 18227.3  500  696.97 
 18424.2  500  696.97 
 18621.2  500  696.97 
 18818.2  500  696.97 
 19015.2  500  696.97 
 19212.1  500  696.97 
 19409.1  500  696.97 
 19606.1  500  696.97 
 19803  500  696.97 
 20000  500  696.97 
 696.97  500  893.939 
 893.939  500  893.939 
 1090.91  500  893.939 
 1287.88  500  893.939 
 1484.85  500  893.939 
 1681.82  500  893.939 
 1878.79  500  893.939 
 2075.76  500  893.939 
 2272.73  500  893.939 
 2469.7  500  893.939 
 2666.67  500  893.939 
 2863.64  500  893.939 
 3060.61  500  893.939 
 3257.58  500  893.939 
 3454.55  500  893.939 
 3651.52  500  893.939 
 3848.48  500  893.939 
 4045.45  500  893.939 
 4242.42  500  893.939 
 4439.39  500  893.939 
 4636.36  500  893.939 
 4833.33  500  893.939 
 5030.3  500  893.939 
 5227.27  500  893.939 
 5424.24  500  893.939 
 5621.21  500  893.939 
 5818.18  500  893.939 
 6015.15  500  893.939 
 6212.12  500  893.939 
 6409.09  500  893.939 
 6606.06  500  893.939 
 6803.03  500  893.939 
 7000  500  893.939 
 7196.97  500  893.939 
